,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code,lat,lon,geometry,index_right,objectid,LSOA Code,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person
300,Alpine Grove,449950,Flat / Apartment,526,2,2,2,South Hackney,London,E9 7SX,51.53967489999999,-0.0488914,POINT (535408.8947372402 184112.1747033496),1793,1794,E01001840,Hackney 022B,Hackney 022B,108433.497517,2106.837829,1.0092915214866434,1.0092915214866434,1.0127758420441346,1.0011614401858304,1.0023228803716608,1.0098722415795587,1.005226480836237,1.0313588850174216,1.0150987224157957,1.048780487804878
301,Townshend Court,425000,Flat / Apartment,474,1,1,1,Shannon Place,London,NW8 7DP,51.5349209,-0.1660921,POINT (527294.7519754237 183373.2546091639),4609,4610,E01004730,Westminster 001D,Westminster 001D,448568.655116,4229.614416,1.0039787798408488,1.0039787798408488,1.0053050397877985,0.0,0.0,1.0075154730327145,1.0030946065428823,1.028735632183908,1.0145888594164456,1.0163572060123784
302,High Road,650000,House,1783,3,3,3, Coulsdon,Surrey,CR5 3SD,51.2847577,-0.1716141,POINT (527605.7873565874 155544.9307183103),6577,29785,E01030567,Reigate and Banstead 004C,Reigate and Banstead 004C,8520403.650658,17600.579567,,,,,,,,,,
303,Parkfields,1795000,House,1902,3,3,3,Putney,London,SW15 6NH,51.4621787,-0.2268824,POINT (523274.646369009 175180.0561021255),4526,4527,E01004640,Wandsworth 011D,Wandsworth 011D,167590.141722,2084.426598,1.0052234474753337,1.0156703424260012,0.0,1.0017411491584445,1.0,1.0011607661056297,1.0005803830528148,1.0104468949506675,1.0139291932675565,1.0150899593731864
304,Fitzroy Road,1600000,Flat / Apartment,801,2,2,2,Primrose Hill,London,NW1 8TU,51.5406699,-0.1536464,POINT (528141.7720134495 184034.2778415643),841,842,E01000859,Camden 018C,Camden 018C,95242.405712,2001.34824,1.0078947368421052,1.016842105263158,1.0021052631578948,1.0005263157894737,1.0005263157894737,1.0084210526315789,1.0057894736842106,1.0605263157894738,1.0321052631578946,1.0236842105263158
305,The Lodge,1750000,Flat / Apartment,1002,3,3,3,Kensington Park Gardens,London,W11 3HA,51.5107258,-0.2047213,POINT (524681.678155984 180616.1971346355),2817,2818,E01002882,Kensington and Chelsea 006A,Kensington and Chelsea 006A,118199.771703,1588.398629,1.0036523009495983,1.029218407596786,1.0021913805697589,1.0036523009495983,1.0007304601899196,1.004382761139518,1.0029218407596785,1.0569758948137327,1.014609203798393,1.0365230094959825
306,Culmstock Road,2050000,House,2275,5,5,5,,London,SW11 6LX,51.4572551,-0.1571585,POINT (528131.7598872944 174752.1033615607),4444,4445,E01004555,Wandsworth 017E,Wandsworth 017E,139179.381878,1891.466276,1.006145251396648,1.0089385474860335,1.0022346368715085,0.0,0.0,1.0027932960893855,1.0011173184357542,1.0150837988826815,1.018435754189944,1.0100558659217878
307,Mallinson Road,1150000,Flat / Apartment,1371,3,3,3,,London,SW11 1BW,51.4582402,-0.1683756,POINT (527349.7488478314 174842.1016758161),4442,4443,E01004553,Wandsworth 015A,Wandsworth 015A,198732.694282,2456.800698,1.0052356020942408,1.0094240837696336,1.0041884816753928,1.000523560209424,1.0,1.0083769633507853,1.0047120418848168,1.0225130890052356,1.0141361256544503,1.0204188481675394
308,South Terrace,995000,House,2446,5,5,5,,London,SW7 2TB,51.4944151,-0.1699376,POINT (527140.693104869 178862.1638584558),2756,2757,E01002821,Kensington and Chelsea 014A,Kensington and Chelsea 014A,189012.064726,3097.966989,1.0083925112976113,1.0225952227243382,1.0251775338928342,1.0012911555842479,1.0019367333763718,1.0174306003873468,1.0206584893479664,1.1478373143963847,1.0284054228534538,1.052937378954164
309,Douglas Road,1900000,House,1703,5,5,5,Islington,London,N1 2LD,51.5434621,-0.0948797,POINT (532208.8387541443 184449.2700877347),2657,2658,E01002719,Islington 016B,Islington 016B,148976.034569,1991.775912,1.0087616822429906,1.0315420560747663,1.0081775700934579,0.0,1.001752336448598,1.0075934579439252,1.0105140186915889,1.0636682242990654,1.0233644859813085,1.0227803738317758
310,Union Wharf,675000,Flat / Apartment,792,1,1,1,23 Wenlock Road,London,N1 7SJ,51.5326509,-0.0953025,POINT (532210.823327738 183246.2636618465),1739,1740,E01001782,Hackney 026C,Hackney 026C,135620.567645,2102.956604,1.0022793878215566,1.0117225659394333,1.0022793878215566,1.0006512536633019,1.0006512536633019,1.004233148811462,1.0058612829697167,1.0260501465320742,1.013350700097688,1.0162813415825465
311,Long & Waterson Apartments,1500000,New development,1273,3,3,3, Hackney,London,E2 8HN,51.52905,-0.0765554,POINT (533521.5828939497 182879.8495104728),7135,32782,E01033706,Hackney 027F,Hackney 027F,133316.611469,3171.684275,1.025,1.0394444444444444,1.0522222222222222,1.0027777777777778,1.0072222222222222,1.0344444444444445,1.0472222222222223,1.39,1.03,1.1616666666666666
312,ICON7,620000,New development,786,2,2,2, Holloway,London,N7 0JN,51.5527167,-0.1250736,POINT (530088.8075850545 185424.3253245893),2722,2723,E01002787,Islington 010E,Islington 010E,110231.765113,2291.022067,1.0101010101010102,1.0087542087542087,1.006060606060606,1.0013468013468014,1.0006734006734006,1.004040404040404,1.002020202020202,1.0195286195286195,1.0154882154882154,1.022895622895623
313,Branch Place,650000,Flat / Apartment,747,2,2,2,De Beauvoir,London,N1 5PH,51.5372709,-0.08468389999999999,POINT (532933.8418414932 183779.2494829029),1712,1713,E01001752,Hackney 025A,Hackney 025A,126544.68611,2429.966233,1.0055446836268753,1.0146771037181996,1.0061969993476843,1.0009784735812133,1.0009784735812133,1.007501630789302,1.0055446836268753,1.0450097847358122,1.0159817351598173,1.027723418134377
314,Hermitage Court,500000,Flat / Apartment,663,1,1,1,Knighten Street,London,E1W 1PW,51.5040531,-0.0634116,POINT (534506.8239007711 180124.1774274872),4185,4186,E01004292,Tower Hamlets 026A,Tower Hamlets 026A,149879.275002,2204.947365,1.0024213075060533,1.0169491525423728,1.001452784503632,1.0,0.0,1.002905569007264,1.0004842615012106,1.0159806295399516,1.0087167070217917,1.0101694915254238
315,Kirkstall Road,1395000,House,2006,5,5,5,,London,SW2 4HF,51.4428065,-0.1289456,POINT (530132.797092938 173195.0777298398),3070,3071,E01003138,Lambeth 026D,Lambeth 026D,135464.837327,2246.521506,1.0028901734104045,1.0190751445086705,1.0028901734104045,1.001156069364162,0.0,1.0023121387283238,1.0017341040462429,1.0098265895953757,1.022543352601156,1.0086705202312138
316,St. Peters Square,2950000,House,3597,4,4,4,,London,W6 9AJ,51.4910115,-0.2437706,POINT (522024.6074818033 178358.126104519),1886,1887,E01001933,Hammersmith and Fulham 011D,Hammersmith and Fulham 011D,177944.711462,2890.706401,1.01285930408472,1.0181543116490166,1.006051437216339,1.0030257186081695,1.0007564296520424,1.0181543116490166,1.0045385779122542,1.0340393343419063,1.040090771558245,1.040090771558245
317,Carlton House,765000,New development,841,2,2,2,Carlton Drive,London,SW15 2BS,51.4592633,-0.2125427,POINT (524278.6624642854 174880.0662144554),4396,4397,E01004507,Wandsworth 014E,Wandsworth 014E,180889.408791,3605.20532,1.0066500415627597,1.0241064006650042,1.0020781379883623,1.0004156275976726,0.0,1.0108063175394846,1.0012468827930174,1.0261845386533666,1.0145469659185369,1.0357439733998337
318,Cleveland Gardens,1600000,House,1854,4,4,4,Barnes,London,SW13 0AH,51.470728,-0.2500497,POINT (521642.6144327949 176092.0684406062),3771,3772,E01003857,Richmond upon Thames 003F,Richmond upon Thames 003F,146771.324802,2603.921932,1.0063168124392614,1.0068027210884354,1.0019436345966959,1.000485908649174,1.000485908649174,1.0048590864917395,1.000971817298348,1.0136054421768708,1.010204081632653,1.0136054421768708
319,Abercrombie Street,975000,House,1126,3,3,3,,London,SW11 2JB,51.4712872,-0.1671336,POINT (527399.7189193952 176295.1289051138),4423,4424,E01004534,Wandsworth 008A,Wandsworth 008A,257220.957706,3116.888266,1.0090473656200107,1.0212879191059074,1.0122405534858967,1.0026609898882384,1.0010643959552954,1.013304949441192,1.008515167642363,1.028738690792975,1.014901543374135,1.042043640234167
320,Juer Street,1699999,House,2119,5,5,5,Battersea,London,SW11 4RF,51.4782397,-0.1672151,POINT (527374.7068552501 177068.1289781244),4469,4470,E01004582,Wandsworth 001C,Wandsworth 001C,131353.229306,2036.887609,1.0046511627906978,1.0080338266384778,1.00338266384778,1.0012684989429175,1.0004228329809726,1.0046511627906978,1.00338266384778,1.0177589852008457,1.0173361522198732,1.0186046511627906
321,Foxmore Street,950000,Flat / Apartment,1294,4,4,4,Battersea,London,SW11 4PU,51.4735704,-0.1636294,POINT (527636.71978679 176555.1256857043),4465,4466,E01004577,Wandsworth 003C,Wandsworth 003C,115401.339759,1685.084574,1.00730282375852,1.00730282375852,1.0038948393378773,0.0,0.0,1.004381694255112,1.0009737098344693,1.0185004868549172,1.0233690360272638,1.0194741966893865
322,Southwick Mews,2150000,House,1582,3,3,3,Paddington,London,W2 1JG,51.51656550000001,-0.1711826,POINT (526992.7237363528 181323.2170888818),4565,4566,E01004684,Westminster 015C,Westminster 015C,79461.35047,1607.766135,1.0112130479102956,1.0152905198776758,1.0142711518858307,1.0015290519877675,1.0020387359836902,1.019367991845056,1.0101936799184505,1.0570846075433231,1.020387359836901,1.0458715596330275
323,Pall Mall,2950000,Penthouse,1840,2,2,2,St James's,London,SW1Y 5JH,51.5057482,-0.1369603,POINT (529397.7412168337 180180.1870254179),4615,4616,E01004736,Westminster 018C,Westminster 018C,1192057.407828,7331.981283,1.0839907192575406,1.048723897911833,1.1809744779582367,1.0092807424593968,1.0185614849187936,1.1406032482598607,1.1299303944315546,1.8120649651972158,1.0937354988399073,1.4278422273781903
324,Britannia Road,1500000,House,1115,3,3,3,Fulham,London,SW6 2HJ,51.47854,-0.1917717,POINT (525668.6718371792 177059.12594049),1874,1875,E01001921,Hammersmith and Fulham 020B,Hammersmith and Fulham 020B,101329.654233,2430.155885,1.0104575163398692,1.0104575163398692,1.007843137254902,1.0019607843137255,1.0006535947712418,1.0065359477124183,1.0045751633986928,1.0366013071895426,1.0392156862745099,1.0222222222222221
325,Tradewinds Court,650000,Flat / Apartment,882,2,2,2,Asher Way,London,E1W 2JB,51.507422,-0.0659346,POINT (534321.8284074648 180494.1775398579),4186,4187,E01004293,Tower Hamlets 027B,Tower Hamlets 027B,326564.116832,3568.64319,1.007906783187682,1.015813566375364,1.0162297128589264,1.0008322929671245,1.0008322929671245,1.0120682480233043,1.0033291718684978,1.0803162713275072,1.0108198085726177,1.0345401581356637
326,Sunnyhill Road,950000,House,1700,4,4,4,,London,SW16 2UW,51.4293187,-0.1222893,POINT (530633.8081278268 171707.0416289074),3080,3081,E01003148,Lambeth 032E,Lambeth 032E,190772.807342,2927.233079,1.0147208121827411,1.0076142131979695,1.00253807106599,1.00253807106599,1.000507614213198,1.0096446700507615,1.0040609137055838,1.0137055837563451,1.0213197969543146,1.0360406091370558
327,Tantallon Road,625000,Flat / Apartment,663,2,2,2,,London,SW12 8DG,51.4456042,-0.1568215,POINT (528187.7747240636 173457.0789652414),4433,4434,E01004544,Wandsworth 021E,Wandsworth 021E,103248.53696,1578.634134,1.0074982958418541,1.0095432856169053,0.0,1.0006816632583504,0.0,1.0020449897750512,1.0013633265167008,1.0149965916837083,1.0170415814587594,1.0143149284253579
328,Leys Road,4825000,House,10475,7,7,7,Oxshott,Surrey,KT22 0QE,51.3375391,-0.351157,POINT (514953.6329830029 161117.8953282335),6369,29561,E01030342,Elmbridge 018B,Elmbridge 018B,6119256.407173,14831.468587,,,,,,,,,,
329,Lillian Road,1575000,House,1983,4,4,4,Barnes,London,SW13 9JG,51.4869912,-0.236536,POINT (522537.6103246277 177923.1232694957),3716,3717,E01003801,Richmond upon Thames 001E,Richmond upon Thames 001E,314206.278071,3387.126785,1.0052473763118441,1.0,1.0,0.0,1.0007496251874064,1.0059970014992503,1.0014992503748126,1.0142428785607196,1.0082458770614693,1.0112443778110944
330,Christchurch Street,2550000,House,1266,3,3,3,,London,SW3 4AR,51.4861972,-0.1636986,POINT (527596.6981367551 177959.1489428382),2838,2839,E01002903,Kensington and Chelsea 018E,Kensington and Chelsea 018E,109845.849847,1787.631665,1.007921998781231,1.0109689213893966,1.004265691651432,1.000609384521633,1.000609384521633,1.0103595368677636,1.0060938452163315,1.1157830591102986,1.0353443022547226,1.0195003046922608
331,Abercrombie Street,525000,Flat / Apartment,707,2,2,2,Battersea,London,SW11 2JB,51.4712872,-0.1671336,POINT (527399.7189193952 176295.1289051138),4423,4424,E01004534,Wandsworth 008A,Wandsworth 008A,257220.957706,3116.888266,1.0090473656200107,1.0212879191059074,1.0122405534858967,1.0026609898882384,1.0010643959552954,1.013304949441192,1.008515167642363,1.028738690792975,1.014901543374135,1.042043640234167
332,Rutland Road,775000,Flat / Apartment,967,2,2,2,South Hackney,London,E9 7TT,51.5375115,-0.0453357,POINT (535661.8943491803 183878.1811274631),1789,1790,E01001836,Hackney 022A,Hackney 022A,131042.663318,1694.194911,1.0155891792755616,1.0096286107290233,1.0045850527281064,1.0041265474552958,1.0027510316368637,1.010087116001834,1.005043558000917,1.0632737276478679,1.0247592847317744,1.036680421824851
333,Ruvigny Gardens,3250000,House,2210,3,3,3,Putney,London,SW15 1JR,51.4675462,-0.2184965,POINT (523842.651186289 175791.0798101121),4494,4495,E01004608,Wandsworth 006E,Wandsworth 006E,96197.123206,1784.252067,1.005885815185403,1.009417304296645,1.0047086521483226,0.0,1.0005885815185402,1.0082401412595645,1.0011771630370807,1.0206003531489112,1.0347263095938788,1.0323719835197174
334,Hazelwood Drive,775000,Bungalow,1459,4,4,4,Pinner,Middlesex,HA5 3TT,51.6000224,-0.4053031,POINT (510546.4822254233 190224.3512871967),2431,2432,E01002483,Hillingdon 002D,Hillingdon 002D,360414.602912,2844.350053,1.0073313782991202,1.0083088954056696,1.0058651026392962,1.002932551319648,1.002932551319648,1.0083088954056696,1.0024437927663734,1.0263929618768328,1.018572825024438,1.0371456500488758
335,Roseneath Road,1775000,House,2153,5,5,5,,London,SW11 6AQ,51.4536296,-0.1553469,POINT (528267.7687730353 174352.1054312484),4366,4367,E01004477,Wandsworth 017A,Wandsworth 017A,205212.57649,2848.753447,1.0059066745422327,1.0076786769049026,1.006497341996456,1.0005906674542233,0.0,1.0053160070880094,1.004134672179563,1.0177200236266981,1.0378027170702895,1.010632014176019
336,Eton Avenue,3250000,House,2543,5,5,5,Hampstead,London,NW3 3HL,51.5450357,-0.1682668,POINT (527115.7649147779 184494.2880105422),826,827,E01000844,Camden 011B,Camden 011B,114746.300394,2324.476549,1.004149377593361,1.0087597971415398,0.0,1.0004610419548179,1.0004610419548179,1.0046104195481789,1.0013831258644537,1.0253573075149838,1.0156754264638082,1.0221300138312586
337,Drapers Court,700000,Flat / Apartment,797,2,2,2,59 Lurline Gardens,London,SW11 4DF,51.4755706,-0.1529937,POINT (528369.7256729724 176796.1316137037),4451,4452,E01004563,Wandsworth 002C,Wandsworth 002C,152720.457823,2365.556661,1.0145824127264693,1.0101634997790543,1.0145824127264693,1.0026513477684489,1.0004418912947415,1.0110472823685372,1.0057445868316395,1.0287229341581972,1.012372956252762,1.0539107379584622
338,Creffield Road,595000,Flat / Apartment,760,2,2,2,,London,W5 3RP,51.5119907,-0.2856942,POINT (519059.5784917992 180622.1438499698),1330,1331,E01001350,Ealing 027C,Ealing 027C,298952.720168,3139.599536,1.0055363321799309,1.0096885813148788,1.0034602076124568,1.0006920415224914,1.0,1.0034602076124568,0.0,1.0034602076124568,1.0262975778546712,1.0186851211072665
339,Oakhill Road,525000,Flat / Apartment,540,1,1,1,Putney,London,SW15 2QU,51.4589641,-0.206494,POINT (524699.6749178132 174857.0665114507),4388,4389,E01004499,Wandsworth 020A,Wandsworth 020A,142578.320703,3042.455381,1.0140127388535032,1.0095541401273886,1.0050955414012739,1.0019108280254778,1.0,1.0070063694267517,1.0,1.0171974522292995,1.0152866242038217,1.0337579617834396
340,Conway Road,2450000,House,3007,6,6,6,Wimbledon,London,SW20 8PA,51.414704,-0.2267349,POINT (523412.6761858757 169900.9466071932),3369,3370,E01003443,Merton 010B,Merton 010B,219440.558917,2631.290781,1.0066225165562914,1.0018061408789887,1.0012040939193256,0.0,0.0,1.0024081878386515,1.0012040939193256,1.0084286574352799,1.0096327513546057,1.007826610475617
341,Henfield Road,550000,House,538,2,2,2,Wimbledon,London,SW19 3HH,51.413007,-0.2068114,POINT (524802.7105587481 169745.9458664902),3354,3355,E01003428,Merton 015E,Merton 015E,304214.508989,3280.267312,1.01,1.0046666666666666,1.0086666666666666,1.0026666666666666,1.0006666666666666,1.0026666666666666,0.0,1.0113333333333334,1.0066666666666666,1.0393333333333334
342,West Side Common,3950000,House,6186,6,6,6,Wimbledon,London,SW19 4UF,51.42545339999999,-0.2287352,POINT (523244.6883366666 171092.9517706704),3386,3387,E01003460,Merton 002A,Merton 002A,3560017.192776,10180.414466,1.0077071290944124,1.0199100834938986,1.0166987797045601,1.0006422607578678,1.0006422607578678,1.0096339113680155,1.0051380860629415,1.0282594733461785,1.0321130378933847,1.0321130378933847
343,Melody Road,600000,Flat / Apartment,1024,1,1,1,,London,SW18 2QF,51.456544,-0.1836297,POINT (526294.7188630066 174627.0872657885),4513,4514,E01004627,Wandsworth 019F,Wandsworth 019F,109605.328911,1329.18472,1.0029222676797194,1.0140268848626535,1.0023378141437755,1.0011689070718879,0.0,1.005844535359439,1.0040911747516073,1.0169491525423728,1.0233781414377556,1.0181180596142607
344,Fullerton Road,1450000,House,1984,5,5,5, Wandsworth,London,SW18 1BX,51.4581118,-0.1867344,POINT (526074.7096820088 174796.0874309675),4403,4404,E01004514,Wandsworth 012C,Wandsworth 012C,164405.434677,2530.487471,1.0069124423963134,1.0138248847926268,1.0080645161290323,1.0017281105990783,1.0011520737327189,1.0086405529953917,1.0057603686635945,1.0305299539170507,1.0213133640552996,1.0293778801843319
345,Eaton Row,5750000,House,2896,3,3,3,Belgravia,London,SW1W 0JA,51.4973354,-0.1480225,POINT (528653.7189162552 179225.1700477735),4570,4571,E01004690,Westminster 019D,Westminster 019D,233411.634817,3407.88111,1.023093447905478,1.0128893662728249,1.011815252416756,1.001611170784103,1.0010741138560688,1.004296455424275,1.002685284640172,1.0263157894736843,1.0139634801288937,1.0236305048335124
346,Rutland Gardens,7500000,Flat / Apartment,1793,2,2,2,,London,SW7 1BX,51.5011856,-0.1664244,POINT (527365.7034996249 179621.1717280258),4572,4573,E01004692,Westminster 019F,Westminster 019F,149106.825497,2569.682754,1.0097365406643757,1.0051546391752577,1.0057273768613975,1.0017182130584192,0.0,1.0040091638029782,1.002290950744559,1.0194730813287514,1.0206185567010309,1.0303550973654065
